"Id"	"Ethnicity"	"Gender"	"Age"	"Occupation"	"Education"	"L1"	"File"	"Speaker"	"Words"	"Words"	"Date"	"Topic"	"ExtractMinutes"	"Minutes"	"Type"
665	"PAKEHA"	"Woman"	"20-24"	""	"STAGE ONE UNIVERSITY"	"ENGLISH"	"DPC139"	"KL"	756	1670	"1/4/92 "	"CONVERSATION"	13	13	"Conversation"
666	"PAKEHA"	"Woman"	"16-19"	""	"STAGE ONE UNIVERSITY"	"ENGLISH"	"DPC139"	"MY"	727	1670	"1/4/92 "	"CONVERSATION"	13	13	"Conversation"
667	"MAORI"	"Woman"	"20-24"	"DPB/STUDENT"	"STAGE 2 UNIVERSITY"	"ENGLISH"	"DPC120"	"FN"	1161	2286	"8/9/91 "	"CONVERSATION"	30	12	"Conversation"
667	"MAORI"	"Woman"	"20-24"	"DPB/STUDENT"	"STAGE 2 UNIVERSITY"	"ENGLISH"	"DPC139"	"JN"	187	1670	"1/4/92 "	"CONVERSATION"	13	13	"Conversation"
667	"MAORI"	"Woman"	"20-24"	"DPB/STUDENT"	"STAGE 2 UNIVERSITY"	"ENGLISH"	"DPC162"	"TR"	244	2053	"1/1/93 "	"TALKING ON BEACH ON NY DAY"	30	14	"Conversation"
667	"MAORI"	"Woman"	"20-24"	"DPB/STUDENT"	"STAGE 2 UNIVERSITY"	"ENGLISH"	"DPC163"	"TR"	410	2181	"1/1/93 "	"TALKING ON BEACH ON NY DAY"	30	14	"Conversation"
668	"PAKEHA"	"Man"	"20-24"	"MEMBER SERVICES OFFICER"	"SFC"	"ENGLISH"	"DPC064"	"MQ"	1260	2140	"8/9/91 "	"CONVERSATION M AND F"	30	12	"Conversation"
668	"PAKEHA"	"Man"	"20-24"	"MEMBER SERVICES OFFICER"	"SFC"	"ENGLISH"	"DPC120"	"MQ"	1125	2286	"8/9/91 "	"CONVERSATION"	30	12	"Conversation"
672	"CROATIAN/FRENCH"	"Woman"	"30-34"	"SECONDARY TEACHER"	"B ED"	"ENGLISH"	"MUS004"	"ST"	2133	2133	"22/10/91 "	"7TH LEGAL STUDIES CLASS"	16	14	"TeacherMonologue"
673	"PAKEHA"	"Woman"	"35-39"	"SECONDARY TEACHER"	"MA (HONS) DIP TCHG"	"ENGLISH"	"MUS002"	"TT"	1281	1281	"22/10/91 "	"3RD FORM RESEARCH ASSIGNMENT"	30	28	"TeacherMonologue"
673	"PAKEHA"	"Woman"	"35-39"	"SECONDARY TEACHER"	"MA (HONS) DIP TCHG"	"ENGLISH"	"MUS003"	"TT"	1622	1622	"4/12/92 "	"4TH FORM WORKSHEET ON GRAMMAR"	30	15	"TeacherMonologue"
676	"PAKEHA"	"Man"	"30-34"	"TEACHER"	"B ED"	"ENGLISH"	"MUS005"	"LJ"	1540	1540	"3/12/92 "	"SHARING TIME / WRITING SESSION"	60	14	"TeacherMonologue"
677	"PAKEHA"	"Man"	"35-39"	"TEACHER"	"ADV DIP TCHG"	"ENGLISH"	"MUS006"	"PM"	1474	1474	"4/12/92 "	"WORD STUDY EX. /MATHS LESSON"	30	22	"TeacherMonologue"
678	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF009"	"PT"	1792	2118	"9/9/92 "	"TELEPHONE SKIING"	10	9	"TelephoneConversation"
682	"ENGLISH"	"Woman"	"20-24"	""	"STAGE ONE UNIVERSITY"	"ENGLISH"	"DPC162"	"AL"	1051	2053	"1/1/93 "	"TALKING ON BEACH ON NY DAY"	30	14	"Conversation"
682	"ENGLISH"	"Woman"	"20-24"	""	"STAGE ONE UNIVERSITY"	"ENGLISH"	"DPC163"	"AL"	1011	2181	"1/1/93 "	"TALKING ON BEACH ON NY DAY"	30	14	"Conversation"
683	"MAORI"	"Man"	"30-34"	""	"UE"	"MAORI"	"DPC162"	"MM"	758	2053	"1/1/93 "	"TALKING ON BEACH ON NY DAY"	30	14	"Conversation"
683	"MAORI"	"Man"	"30-34"	""	"UE"	"MAORI"	"DPC163"	"MM"	760	2181	"1/1/93 "	"TALKING ON BEACH ON NY DAY"	30	14	"Conversation"
684	"PAKEHA"	"Man"	"40-44"	"RESEARCHER"	"PHD"	"ENGLISH"	"MST049"	"AB"	2336	2336	"23/4/92 "	"TELLING STORIES-LANG. & MEDIA"	18	18	"BroadcastMonologue"
688	"PAKEHA"	"Man"	"30-34"	"MECHANIC"	"SC"	"ENGLISH"	"DPF026"	"AS"	423	2251	"25/7/91 "	"TELEPHONE CONV. SKI HOLIDAY"	13	10	"TelephoneConversation"
689	"PAKEHA"	"Man"	"30-34"	"JOINER BUILDER"	"FIFTH FORM"	"ENGLISH"	"DPF026"	"BN"	1828	2251	"25/7/91 "	"TELEPHONE CONV. SKI HOLIDAY"	13	10	"TelephoneConversation"
693	"MAORI"	"Man"	"30-34"	"STUDENT"	"ADV TRADE ELECTRICAL"	"ENGLISH"	"DPP004"	"IR"	644	3002	"1/4/90 "	"SOCIAL DIALECT INTERVIEW"	60	19	"SocialDialectInterview"
693	"MAORI"	"Man"	"30-34"	"STUDENT"	"ADV TRADE ELECTRICAL"	"ENGLISH"	"DPP006"	"IR"	931	2903	"1/4/90 "	"SOCIAL DIALECT INTERVIEW"	90	21	"SocialDialectInterview"
693	"MAORI"	"Man"	"30-34"	"STUDENT"	"ADV TRADE ELECTRICAL"	"ENGLISH"	"DPP007"	"IR"	389	3159	"13/10/89 "	"SOCIAL DIALECT INTERVIEW"	NA	17	"SocialDialectInterview"
693	"MAORI"	"Man"	"30-34"	"STUDENT"	"ADV TRADE ELECTRICAL"	"ENGLISH"	"DPP001"	"IR"	1097	2415	"29/11/89 "	"SOCIAL DIALECT INTERVIEW"	45	17	"SocialDialectInterview"
693	"MAORI"	"Man"	"30-34"	"STUDENT"	"ADV TRADE ELECTRICAL"	"ENGLISH"	"DPP002"	"IR"	556	2256	"4/12/89 "	"SOCIAL DIALECT INTERVIEW"	45	18	"SocialDialectInterview"
693	"MAORI"	"Man"	"30-34"	"STUDENT"	"ADV TRADE ELECTRICAL"	"ENGLISH"	"DPP003"	"IR"	1173	2977	"5/3/90 "	"SOCIAL DIALECT INTERVIEW"	55	18	"SocialDialectInterview"
695	"PAKEHA"	"Woman"	"35-39"	"LIBRARIAN"	"HSC"	"ENGLISH"	"DPC151"	"AF"	1267	2157	"23/7/91 "	"AT VUW ABOUT CHN,TV,SKIING ETC"	10	10	"Conversation"
696	"PAKEHA"	"Woman"	"40-44"	"VDU OPERATOR"	"SC"	"ENGLISH"	"DPC151"	"BV"	890	2157	"23/7/91 "	"AT VUW ABOUT CHN,TV,SKIING ETC"	10	10	"Conversation"
699	"MAORI"	"Woman"	"25-29"	"POLICY RESEARCHER"	"SFC"	"ENGLISH/MAORI"	"DPC153"	"AH"	734	2084	"25/7/91 "	"SOCIOLINGUISTICS"	30	13	"Conversation"
700	"MAORI"	"Woman"	"25-29"	"SOCIAL WORKER"	"SFC"	"MAORI"	"DPC153"	"ME"	1191	2084	"25/7/91 "	"SOCIOLINGUISTICS"	30	13	"Conversation"
701	"PAKEHA"	"Man"	"30-34"	"PROJECT MANAGER"	"BA/DIP TOWN PLANNING"	"ENGLISH"	"DPC153"	"SI"	159	2084	"25/7/91 "	"SOCIOLINGUISTICS"	30	13	"Conversation"
702	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"A BURSARY"	"ENGLISH"	"DPC154"	"EM"	1113	2663	"22/7/91 "	"T COLL APPLICATION, ETC."	22	16	"Conversation"
703	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"STAGE 3 UNIVERSITY"	"ENGLISH"	"DPC154"	"PA"	1550	2663	"22/7/91 "	"T COLL APPLICATION, ETC."	22	16	"Conversation"
706	"PAKEHA"	"Woman"	"20-24"	""	"A BURSARY"	"ENGLISH"	"DPC156"	"SH"	913	2021	"24/7/91 "	"GOOD FRIENDS TALK:DAY'S EVENTS"	30	11	"Conversation"
706	"PAKEHA"	"Woman"	"20-24"	""	"A BURSARY"	"ENGLISH"	"DPC269"	"SH"	732	2143	"24/7/91 "	"CONVERSATION BETWEEN FRIENDS"	30	11	"Conversation"
707	"PAKEHA"	"Woman"	"20-24"	""	"A BURSARY"	"ENGLISH"	"DPC156"	"BE"	1108	2021	"24/7/91 "	"GOOD FRIENDS TALK:DAY'S EVENTS"	30	11	"Conversation"
707	"PAKEHA"	"Woman"	"20-24"	""	"A BURSARY"	"ENGLISH"	"DPC269"	"BE"	1411	2143	"24/7/91 "	"CONVERSATION BETWEEN FRIENDS"	30	11	"Conversation"
708	"PAKEHA"	"Woman"	"16-19"	"HOUSE CLEANING"	"SFC"	"ENGLISH"	"DPC157"	"JD"	1135	2011	"28/7/91 "	"SCH FRIENDS TALK AT YOUTH GRP"	10	8	"Conversation"
709	"PAKEHA"	"Woman"	"16-19"	"CLEANING"	"SFC"	"ENGLISH"	"DPC157"	"SL"	876	2011	"28/7/91 "	"SCH FRIENDS TALK AT YOUTH GRP"	10	8	"Conversation"
710	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"STAGE 2 UNI"	"ENGLISH"	"DPC158"	"RO"	101	1711	"4/2/93 "	"WEDDING PREPARATIONS ETC."	12	7	"Conversation"
710	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"STAGE 2 UNI"	"ENGLISH"	"DPC160"	"RW"	1389	2105	"7/2/93 "	"2PF DAY AFTER WEDDING GOSSIP"	12	10	"Conversation"
711	"PAKEHA"	"Woman"	"20-24"	""	"BA"	"ENGLISH"	"DPC158"	"NT"	523	1711	"4/2/93 "	"WEDDING PREPARATIONS ETC."	12	7	"Conversation"
711	"PAKEHA"	"Woman"	"20-24"	""	"BA"	"ENGLISH"	"DPC160"	"NT"	716	2105	"7/2/93 "	"2PF DAY AFTER WEDDING GOSSIP"	12	10	"Conversation"
711	"PAKEHA"	"Woman"	"20-24"	""	"BA"	"ENGLISH"	"DPC161"	"NT"	473	2057	"8/2/93 "	"AFTER LUNCH CONV. WORD ORIGINS"	20	10	"Conversation"
712	"PAKEHA"	"Man"	"20-24"	"WINEMAKER"	"B TECH HONS"	"ENGLISH"	"DPC159"	"KT"	1434	2198	"5/2/93 "	"2PM COLLEAGUES DISCUSS PROJECT"	19	11	"Conversation"
714	"PAKEHA"	"Man"	"16-19"	"CHEF WAITER, PR"	"SFC"	"ENGLISH"	"DPF005"	"BJ"	1057	1924	"3/10/92 "	"TELEPHONE"	16	16	"TelephoneConversation"
714	"PAKEHA"	"Man"	"16-19"	"CHEF WAITER, PR"	"SFC"	"ENGLISH"	"DPF011"	"LG"	301	505	"13/9/92 "	"TELEPHONE AFTERNOON'S ACTIVI"	3	3	"TelephoneConversation"
717	"PAKEHA"	"Woman"	"45-49"	"HOME ECONOMICS TEACHER"	"ADV TEACHER DIP"	"ENGLISH"	"DPC164"	"LD"	808	2140	"12/2/93 "	"BALANCING MONEY - CHN'S FEES"	15	15	"Conversation"
717	"PAKEHA"	"Woman"	"45-49"	"HOME ECONOMICS TEACHER"	"ADV TEACHER DIP"	"ENGLISH"	"DPC169"	"SH"	955	2076	"28/2/93 "	"HUSBAND WIFE CONVERSATION"	35	14	"Conversation"
718	"PAKEHA"	"Man"	"45-49"	"LECTURER"	"BA"	"ENGLISH"	"DPC164"	"RC"	859	2140	"12/2/93 "	"BALANCING MONEY - CHN'S FEES"	15	15	"Conversation"
718	"PAKEHA"	"Man"	"45-49"	"LECTURER"	"BA"	"ENGLISH"	"DPC169"	"AD"	1121	2076	"28/2/93 "	"HUSBAND WIFE CONVERSATION"	35	14	"Conversation"
719	"PAKEHA"	"Woman"	"16-19"	"CHECKOUT/STUDENT"	"BURSARY"	"ENGLISH"	"DPF027"	"BG"	957	2091	"3/1/93 "	"GENERAL CONVERSATION"	30	11	"TelephoneConversation"
720	"PAKEHA"	"Woman"	"20-24"	""	"BURSARY"	"ENGLISH"	"DPF027"	"AK"	1134	2091	"3/1/93 "	"GENERAL CONVERSATION"	30	11	"TelephoneConversation"
720	"PAKEHA"	"Woman"	"20-24"	""	"BURSARY"	"ENGLISH"	"DPF028"	"BQ"	494	2142	"3/1/93 "	"GENERAL CONVERSATION"	32	10	"TelephoneConversation"
721	"PAKEHA"	"Woman"	"20-24"	""	"STAGE 2 UNI"	"ENGLISH"	"DPF029"	"ML"	1595	2282	"1/12/92 "	"JOB HUNTING"	30	7	"TelephoneConversation"
722	"PAKEHA"	"Woman"	"16-19"	"SHOP ASSISTANT"	"A BURSARY"	"ENGLISH"	"DPF028"	"AL"	1648	2142	"3/1/93 "	"GENERAL CONVERSATION"	32	10	"TelephoneConversation"
722	"PAKEHA"	"Woman"	"16-19"	"SHOP ASSISTANT"	"A BURSARY"	"ENGLISH"	"DPF029"	"BH"	687	2282	"1/12/92 "	"JOB HUNTING"	30	7	"TelephoneConversation"
723	"MAORI"	"Woman"	"20-24"	"STUDENT"	"STAGE 2 UNI"	"ENGLISH"	"DPC013"	"SU"	497	2071	"7/1/91 "	"CONV. 4 MAORI PEOPLE IN FLAT"	30	14	"Conversation"
724	"PAKEHA"	"Woman"	"40-44"	"EDUCATION OFFICER"	"SC"	"ENGLISH"	"DGZ019"	"SA"	1552	2106	"22/2/93 "	"ENROLMENT INQUIRY ENGLISH"	24	17	"TransactionsAndMeetings"
725	"PAKEHA"	"Woman"	"45-49"	"LECTURER"	"PHD"	"ENGLISH"	"DGZ020"	"SA"	1297	2561	"22/2/93 "	"ENROLMENT INQUIRY ENGLISH"	30	13	"TransactionsAndMeetings"
725	"PAKEHA"	"Woman"	"45-49"	"LECTURER"	"PHD"	"ENGLISH"	"DGZ085"	"WE"	2101	2205	"19/9/94 "	"MEETING W & A COMMITTEE VUW"	45	16	"TransactionsAndMeetings"
727	"PAKEHA"	"Man"	"20-24"	""	"SFC"	"ENGLISH"	"DGZ020"	"CB"	1264	2561	"22/2/93 "	"ENROLMENT INQUIRY ENGLISH"	30	13	"TransactionsAndMeetings"
728	"PAKEHA"	"Woman"	"20-24"	"KENTUCKY FRIED CHICKEN"	"STAGE 3 UNIVERSITY"	"ENGLISH"	"DGZ019"	"CB"	554	2106	"22/2/93 "	"ENROLMENT INQUIRY ENGLISH"	24	17	"TransactionsAndMeetings"
730	"PAKEHA"	"Woman"	"20-24"	""	"SFC"	"ENGLISH"	"DPC166"	"SI"	745	2182	"23/7/91 "	"GENERAL CONVERSATION"	30	12	"Conversation"
731	"SAMOAN/PAKEHA"	"Woman"	"20-24"	""	"BA"	"SAMOAN/ENGLISH"	"DPC166"	"KF"	1437	2182	"23/7/91 "	"GENERAL CONVERSATION"	30	12	"Conversation"
738	"PAKEHA"	"Man"	"16-19"	""	"SFC"	"ENGLISH"	"DGZ004"	"CM"	69	163	"18/1/93 "	"ENROLMENT INQUIRY SCIENCE"	1	1	"TransactionsAndMeetings"
739	"PAKEHA"	"Man"	"30-34"	"CONSULTANT"	""	"ENGLISH"	"DGZ005"	"CM"	497	854	"18/1/93 "	"ENROLMENT INQUIRY SCIENCE"	6	6	"TransactionsAndMeetings"
740	"PAKEHA"	"Man"	"16-19"	"CASUAL BANK WORKER"	"A BURSARY"	"ENGLISH"	"DGZ006"	"CM"	65	225	"18/1/93 "	"ENROLMENT INQUIRY SCIENCE"	1	1	"TransactionsAndMeetings"
753	"PAKEHA"	"Woman"	"20-24"	"TEMP"	"BA SOCSCI"	"ENGLISH"	"DPF030"	"BV"	913	2495	"14/2/93 "	"PARTY ORGANIZATION ETC"	30	9	"TelephoneConversation"
756	"PAKEHA"	"Man"	"45-49"	"BROADCASTER"	"HLC"	"ENGLISH"	"DGI113"	"IW"	917	3502	"29/10/92 "	"KIWI MATHS"	28	27	"BroadcastInterview"
757	"PAKEHA"	"Woman"	"45-49"	"GENERAL MANAGER"	"BA"	"ENGLISH"	"DGB007"	"HS"	917	1961	"13/8/91 "	"MARK OF THE BEAST"	20	10	"RadioTalkback"
757	"PAKEHA"	"Woman"	"45-49"	"GENERAL MANAGER"	"BA"	"ENGLISH"	"DGB004"	"HS"	740	2104	"7/5/91 "	"SINGAPORE/DUCK SHOOTING"	30	12	"RadioTalkback"
757	"PAKEHA"	"Woman"	"45-49"	"GENERAL MANAGER"	"BA"	"ENGLISH"	"DGB005"	"HS"	871	1993	"7/5/91 "	"BENEFITS"	11	11	"RadioTalkback"
757	"PAKEHA"	"Woman"	"45-49"	"GENERAL MANAGER"	"BA"	"ENGLISH"	"DGB006"	"HS"	555	1129	"7/5/91 "	"RIPPING OFF THE SYSTEM"	25	6	"RadioTalkback"
759	"PAKEHA"	"Man"	"45-49"	"MEMBER OF PARLIAMENT"	"PHD"	"ENGLISH"	"DGU018"	"MC"	89	2240	"4/4/90 "	""	35	14	"ParliamentaryDebate"
760	"PAKEHA"	"Man"	"35-39"	"SPORTS BROADCASTER"	"UE"	"ENGLISH"	"MSN118"	"DS"	623	623	"26/4/91 "	"SPORTS NEWS"	5	3	"BroadcastNews"
765	"PAKEHA"	"Man"	"35-39"	"JOURNALIST"	"UE"	"ENGLISH"	"MUC020"	"PW"	585	2528	"5/1/93 "	"CRICKET TEST-NZ VS PAKISTAN"	30	17	"SportsCommentary"
769	"PAKEHA"	"Man"	"55-59"	"RADIO BROADCASTER"	"TTC"	"ENGLISH"	"MSN088"	"JR"	927	927	"21/5/91 "	"RADIO NEW ZEALAND NEWS"	6	6	"BroadcastNews"
773	"PAKEHA"	"Man"	"30-34"	"RADIO PRODUCER"	"BURSARY"	"ENGLISH"	"DGI002"	"IJ"	634	2343	"2/12/90 "	"SPECTRUM - RURAL MAIL DELIVERY"	30	13	"BroadcastInterview"
774	"PAKEHA"	"Woman"	"50-54"	"TEACHER SECONDARY"	"BA"	"ENGLISH"	"DPC170"	"JU"	1264	2034	"10/3/93 "	""	33	13	"Conversation"
786	"PAKEHA"	"Man"	"55-59"	"MEMBER OF PARLIAMENT"	"TERTIARY"	"ENGLISH"	"DGB043"	"JA"	1770	2519	"30/3/93 "	"TALKBACK"	33	13	"RadioTalkback"
788	"PAKEHA"	"Man"	"45-49"	"MINISTER OF THE CROWN"	"LLM"	"ENGLISH"	"DGU017"	"PE"	987	1681	"11/4/90 "	""	25	13	"ParliamentaryDebate"
788	"PAKEHA"	"Man"	"45-49"	"MINISTER OF THE CROWN"	"LLM"	"ENGLISH"	"DGU010"	"PE"	838	2117	"11/4/90 "	""	25	13	"ParliamentaryDebate"
788	"PAKEHA"	"Man"	"45-49"	"MINISTER OF THE CROWN"	"LLM"	"ENGLISH"	"DGU011"	"PE"	56	2256	"11/4/90 "	""	0	18	"ParliamentaryDebate"
790	"PAKEHA"	"Man"	"50-54"	"MINISTER OF THE CROWN"	"LLB"	"ENGLISH"	"DGU001"	"DK"	73	2034	"4/4/90 "	"QUESTION TIME AND ANSWER"	35	12	"ParliamentaryDebate"
792	"PAKEHA"	"Man"	"45-49"	"MINISTER OF THE CROWN"	"TTC"	"ENGLISH"	"DGU019"	"RM"	38	791	"4/4/90 "	""	35	6	"ParliamentaryDebate"
792	"PAKEHA"	"Man"	"45-49"	"MINISTER OF THE CROWN"	"TTC"	"ENGLISH"	"DGU003"	"RM"	8	1801	"4/4/90 "	"QUESTION TIME AND ANSWER"	30	11	"ParliamentaryDebate"
792	"PAKEHA"	"Man"	"45-49"	"MINISTER OF THE CROWN"	"TTC"	"ENGLISH"	"DGU007"	"RM"	58	2502	"4/4/90 "	""	24	24	"ParliamentaryDebate"
794	"PAKEHA"	"Man"	"45-49"	"MEMBER OF PARLIAMENT"	"LLB (HONS)"	"ENGLISH"	"DGU018"	"RP"	650	2240	"4/4/90 "	""	35	14	"ParliamentaryDebate"
794	"PAKEHA"	"Man"	"45-49"	"MEMBER OF PARLIAMENT"	"LLB (HONS)"	"ENGLISH"	"DGU019"	"RP"	162	791	"4/4/90 "	""	35	6	"ParliamentaryDebate"
794	"PAKEHA"	"Man"	"45-49"	"MEMBER OF PARLIAMENT"	"LLB (HONS)"	"ENGLISH"	"DGU001"	"RP"	284	2034	"4/4/90 "	"QUESTION TIME AND ANSWER"	35	12	"ParliamentaryDebate"
794	"PAKEHA"	"Man"	"45-49"	"MEMBER OF PARLIAMENT"	"LLB (HONS)"	"ENGLISH"	"DGU002"	"RP"	198	2053	"4/4/90 "	"QUESTION TIME AND ANSWER"	30	13	"ParliamentaryDebate"
795	"PAKEHA"	"Woman"	"35-39"	"MEMBER OF PARLIAMENT"	"BA (HONS)"	"ENGLISH"	"DGU016"	"ET"	569	569	"11/4/90 "	""	4	4	"ParliamentaryDebate"
795	"PAKEHA"	"Woman"	"35-39"	"MEMBER OF PARLIAMENT"	"BA (HONS)"	"ENGLISH"	"DGU001"	"ET"	61	2034	"4/4/90 "	"QUESTION TIME AND ANSWER"	35	12	"ParliamentaryDebate"
796	"PAKEHA"	"Man"	"60-64"	"MEMBER OF PARLIAMENT"	""	"ENGLISH"	"DGU018"	"WC"	361	2240	"4/4/90 "	""	35	14	"ParliamentaryDebate"
796	"PAKEHA"	"Man"	"60-64"	"MEMBER OF PARLIAMENT"	""	"ENGLISH"	"DGU007"	"WC"	2305	2502	"4/4/90 "	""	24	24	"ParliamentaryDebate"
797	"PAKEHA"	"Woman"	"40-44"	"MEMBER OF PARLIAMENT"	"MA (HONS)"	"ENGLISH"	"DGU003"	"HC"	1793	1801	"4/4/90 "	"QUESTION TIME AND ANSWER"	30	11	"ParliamentaryDebate"
797	"PAKEHA"	"Woman"	"40-44"	"MEMBER OF PARLIAMENT"	"MA (HONS)"	"ENGLISH"	"DGU006"	"HC"	157	1454	"4/4/90 "	""	30	12	"ParliamentaryDebate"
798	"PAKEHA"	"Man"	"16-19"	""	"SFC"	"ENGLISH"	"DPF006"	"CM"	359	819	"17/10/92 "	"TELEPHONE SATURDAY'S ACTIVIT"	5	5	"TelephoneConversation"
798	"PAKEHA"	"Man"	"16-19"	""	"SFC"	"ENGLISH"	"DPF007"	"VP"	726	1706	"30/11/92 "	"TELEPHONE SATURDAY'S ACTIVIT"	15	10	"TelephoneConversation"
800	"PAKEHA"	"Man"	"55-59"	"MINISTER OF THE CROWN"	"PROFESSIONAL"	"ENGLISH"	"DGU018"	"BB"	55	2240	"4/4/90 "	""	35	14	"ParliamentaryDebate"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DPC176"	"RW"	1238	2047	"7/5/93 "	"GENERAL CONVERSATION/SISTERS"	30	13	"Conversation"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DPC177"	"CR"	696	2036	"7/5/93 "	"GENERAL CONVERSATION/FRIENDS"	30	11	"Conversation"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ043"	"CL"	633	1721	"7/5/93 "	"PICTURE FRAMING"	12	10	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ044"	"CL"	446	1864	"13/5/93 "	"TRAVEL TRAVELLERS CHQS, BANK"	20	10	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ046"	"CL"	433	1201	"13/5/93 "	"HAIR CONSULTATION"	6	6	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ047"	"LL"	28	647	"13/5/93 "	"BUYING FLOWERS"	3	3	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ048"	"CL"	656	1889	"12/5/93 "	"BUYING MATERIAL DUNGAREES"	12	10	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ049"	"CL"	363	1899	"12/5/93 "	"BUYING A WALKMAN"	18	8	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ050"	"CL"	334	1142	"12/5/93 "	"TRAVEL"	6	6	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ051"	"CL"	6	319	"12/5/93 "	"TRAVEL"	1	1	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ052"	"CL"	792	2063	"12/5/93 "	"TRAVEL"	16	9	"TransactionsAndMeetings"
804	"NZ CHINESE"	"Woman"	"20-24"	"RESEARCH ASSISTANT"	"DIP VISUAL COMM DES"	"ENGLISH"	"DGZ045"	"LL"	24	1714	"13/5/93 "	"HAIR CONSULTATION"	8	8	"TransactionsAndMeetings"
805	"PAKEHA"	"Man"	"16-19"	""	"UE"	"ENGLISH"	"DPF041"	"AA"	285	422	"19/2/93 "	"FRIENDS ARRANGING TO MEET"	3	3	"TelephoneConversation"
806	"PAKEHA"	"Man"	"16-19"	"STUDENT"	"UE"	"ENGLISH"	"DPF041"	"MM"	137	422	"19/2/93 "	"FRIENDS ARRANGING TO MEET"	3	3	"TelephoneConversation"
809	"PAKEHA"	"Man"	"20-24"	""	"SFC"	"ENGLISH"	"DPF043"	"RH"	492	972	"19/2/93 "	"A POSSIBLE JOB FOR A FRIEND"	4	4	"TelephoneConversation"
810	"PAKEHA"	"Man"	"25-29"	""	"NCB POLYTECH"	"ENGLISH"	"DPF043"	"PG"	480	972	"19/2/93 "	"A POSSIBLE JOB FOR A FRIEND"	4	4	"TelephoneConversation"
811	"PAKEHA"	"Man"	"20-24"	"STUDENT"	"4TH YEAR UNI"	"ENGLISH"	"DPF045"	"MA"	336	584	"19/2/93 "	"MAKING ARRANGEMENTS"	4	4	"TelephoneConversation"
812	"PAKEHA"	"Man"	"20-24"	"POLICY ANALYST"	"BA"	"ENGLISH"	"DPF045"	"BM"	248	584	"19/2/93 "	"MAKING ARRANGEMENTS"	4	4	"TelephoneConversation"
817	"PAKEHA"	"Woman"	"25-29"	"LIBRARY ASSISTANT"	"BA (HONS)"	"ENGLISH"	"DPF048"	"SL"	506	1146	"19/2/93 "	"ARRANGING CREDIT"	6	6	"TelephoneConversation"
818	"PAKEHA"	"Woman"	"25-29"	"BANK OFFICER"	"ABNZ/NCB"	"ENGLISH"	"DPF048"	"LB"	640	1146	"19/2/93 "	"ARRANGING CREDIT"	6	6	"TelephoneConversation"
819	"PAKEHA"	"Woman"	"50-54"	"P/T PRIMARY TEACHER"	"DIP TESL"	"ENGLISH"	"DPF049"	"AA"	408	643	"19/2/93 "	"MOTHER CALLS SON"	4	4	"TelephoneConversation"
820	"PAKEHA"	"Man"	"20-24"	""	"BSC"	"ENGLISH"	"DPF049"	"BD"	235	643	"19/2/93 "	"MOTHER CALLS SON"	4	4	"TelephoneConversation"
823	"PAKEHA"	"Man"	"20-24"	"MUSICIAN"	"BA"	"ENGLISH"	"DPF051"	"AD"	314	663	"19/2/93 "	"FLATMATES CHATTING"	3	3	"TelephoneConversation"
824	"PAKEHA"	"Man"	"20-24"	"MUSICIAN"	"7TH FORM CERT"	"ENGLISH"	"DPF051"	"GB"	349	663	"19/2/93 "	"FLATMATES CHATTING"	3	3	"TelephoneConversation"
